,Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Ef_pred,Facies_pred,Env_pred
712,4966.0,B-1,Plover Fm,57.0528,210.6032,465.9218,8.5714,2.3144,72.8647,109.4311,4,2,4
713,4966.5,B-1,Plover Fm,55.7091,147.8605,419.5952,8.447000000000001,2.327,70.8841,109.8607,4,2,4
714,4967.0,B-1,Plover Fm,66.1221,171.9209,327.9066,10.2594,2.38,70.2026,107.7005,4,2,2
715,4967.5,B-1,Plover Fm,58.8721,96.3726,149.2814,9.7086,2.3997,66.455,107.2179,4,2,2
716,4968.0,B-1,Plover Fm,75.0065,116.7794,170.2495,9.3687,2.3591,70.0995,103.0461,4,2,2
717,4968.5,B-1,Plover Fm,48.0606,89.6531,114.2776,10.2557,2.4003,69.5073,106.6348,4,2,4
718,4969.0,B-1,Plover Fm,28.3493,58.265,87.5707,10.7889,2.4375,70.0109,101.5566,4,2,4
719,4969.5,B-1,Plover Fm,49.1538,41.3715,85.3638,8.5831,2.3826,71.252,107.6124,4,2,4
720,4970.0,B-1,Plover Fm,36.8468,110.9903,234.5003,10.3468,2.4206,68.7591,101.8476,4,2,4
721,4970.5,B-1,Plover Fm,40.8857,368.7478,1071.0369,11.5451,2.4858,64.8522,102.046,4,2,4
722,4971.0,B-1,Plover Fm,23.2436,174.3678,814.3889999999999,11.545,2.4615,64.605,99.2126,4,2,4
723,4971.5,B-1,Plover Fm,8.847999999999997,217.4952,1117.1866,7.075,2.4262,66.6653,96.2162,4,2,2
724,4972.0,B-1,Plover Fm,14.8157,292.6008,1846.0585,4.8441,2.4289,61.69300000000001,96.429,4,2,2
725,4972.5,B-1,Plover Fm,9.4408,292.0399,1950.0,4.6687,2.4019,68.7299,100.5355,4,2,2
726,4973.0,B-1,Plover Fm,12.1282,331.1403,1950.0,3.3703,2.3935,64.2415,102.1731,4,2,2
727,4973.5,B-1,Plover Fm,8.0836,339.61300000000006,1914.6366,3.2213,2.3607,64.6329,96.4399,4,2,2
728,4974.0,B-1,Plover Fm,15.1162,240.0937,797.5873,6.5969,2.439,64.9458,96.5127,4,2,2
729,4974.5,B-1,Plover Fm,21.8738,116.6552,244.5892,8.7235,2.4801,61.5197,96.2292,4,2,4
730,4975.0,B-1,Plover Fm,23.3575,111.7887,188.9783,9.7768,2.4838,65.9471,97.0653,4,2,4
731,4975.5,B-1,Plover Fm,16.1537,112.8748,188.4846,6.9481,2.4481,65.6982,99.3316,4,2,2
732,4976.0,B-1,Plover Fm,21.9983,127.8045,231.6802,9.8671,2.4583,64.774,96.9451,4,2,4
733,4976.5,B-1,Plover Fm,51.5786,147.8091,304.6411,12.3726,2.5258,65.7227,101.0721,4,2,4
734,4977.0,B-1,Plover Fm,12.1244,114.8388,303.5709,7.995,2.4561,62.3375,99.4137,4,2,2
735,4977.5,B-1,Plover Fm,17.0662,225.0106,740.5508,6.6124,2.4708,63.0704,93.0479,4,2,2
736,4978.0,B-1,Plover Fm,22.9051,224.2502,713.8713,8.1956,2.4903,64.8506,94.6451,4,2,2
737,4978.5,B-1,Plover Fm,26.969,150.3417,472.9171,8.4249,2.4648,63.8911,95.3954,4,2,2
738,4979.0,B-1,Plover Fm,14.8407,172.6309,437.5974,6.2445,2.4303,65.0372,95.6995,4,2,2
739,4979.5,B-1,Plover Fm,21.5487,238.5357,764.1035,7.6599,2.4671,64.243,96.1107,4,2,2
740,4980.0,B-1,Plover Fm,20.4571,163.0466,543.3948,8.4036,2.4608,63.4798,98.4732,4,2,2
741,4980.5,B-1,Plover Fm,21.1051,147.3472,299.0107,8.5566,2.4782,64.0178,94.3432,4,2,2
742,4981.0,B-1,Plover Fm,17.0912,143.5047,233.88299999999998,8.1956,2.4904,64.1163,96.068,4,2,2
743,4981.5,B-1,Plover Fm,14.8176,141.093,252.8528,7.4006,2.4362,64.1752,96.3624,4,2,2
744,4982.0,B-1,Plover Fm,13.6601,151.9388,358.1274,5.6671,2.4183,64.9477,95.6211,4,2,2
745,4982.5,B-1,Plover Fm,8.9975,184.2783,683.3303,4.1411,2.3784,67.1417,97.2998,4,2,2
746,4983.0,B-1,Plover Fm,11.2273,214.3174,765.6365,4.7034,2.488,64.4141,96.5907,4,2,2
747,4983.5,B-1,Plover Fm,12.5729,172.9715,510.5736,4.1196,2.4051,63.556999999999995,95.5867,4,2,2
748,4984.0,B-1,Plover Fm,13.4353,231.5759,458.3404,5.3817,2.4322,64.1875,94.5957,4,2,2
749,4984.5,B-1,Plover Fm,21.5772,126.8232,206.2862,7.1139,2.4841,63.8168,95.9062,4,2,2
750,4985.0,B-1,Plover Fm,18.4311,88.3806,140.6324,7.862999999999999,2.421,65.005,95.4204,4,2,2
751,4985.5,B-1,Plover Fm,14.0473,119.6921,175.6455,6.2287,2.4226,65.6828,96.1146,4,2,2
752,4986.0,B-1,Plover Fm,13.5028,140.5558,227.9583,4.8726,2.3978,66.6965,98.385,4,2,2
753,4986.5,B-1,Plover Fm,8.871,159.4002,328.2476,6.3421,2.4312,64.5186,97.0895,4,2,2
754,4987.0,B-1,Plover Fm,10.3472,141.38299999999995,258.5157,5.7552,2.4467,64.1768,95.4989,4,2,2
755,4987.5,B-1,Plover Fm,14.5134,150.615,210.4108,6.3233,2.4534,65.5136,97.6731,4,2,2
756,4988.0,B-1,Plover Fm,10.9839,130.0312,224.0646,4.4424,2.4087,62.5849,96.2866,4,2,2
757,4988.5,B-1,Plover Fm,11.8529,168.0779,328.0347,4.1712,2.4051,63.5754,92.5183,4,2,2
758,4989.0,B-1,Plover Fm,9.5631,148.7886,228.4226,4.3177,2.4177,64.1612,94.5643,4,2,2
759,4989.5,B-1,Plover Fm,12.9792,144.7108,204.6612,6.1617,2.4385,63.8017,93.9908,4,2,2
760,4990.0,B-1,Plover Fm,10.5911,79.2385,96.2451,6.1228,2.423,64.6243,95.4343,1,2,2
761,4990.5,B-1,Plover Fm,8.7388,83.0381,88.56200000000004,4.01,2.3906,65.4873,95.8171,4,2,2
762,4991.0,B-1,Plover Fm,11.304,121.4751,134.4348,3.8181,2.3924,63.7991,94.4395,4,2,2
763,4991.5,B-1,Plover Fm,11.135,132.947,178.5551,4.9079,2.4469,61.7026,93.6501,4,2,2
764,4992.0,B-1,Plover Fm,8.3759,85.0354,84.57799999999997,4.8941,2.3998,65.3522,95.4671,4,2,2
765,4992.5,B-1,Plover Fm,9.702,63.9059,55.0233,5.6119,2.4241,66.5782,94.5464,1,2,2
766,4993.0,B-1,Plover Fm,12.5796,47.977,44.3113,7.1709,2.4257,62.9914,96.7704,1,2,2
767,4993.5,B-1,Plover Fm,11.2451,32.2696,30.5461,7.8434,2.4658,64.7878,95.5977,1,2,2
768,4994.0,B-1,Plover Fm,12.1356,32.3436,30.0369,7.7381,2.4187,64.4861,95.2679,1,2,2
769,4994.5,B-1,Plover Fm,9.2711,26.5343,26.4918,7.7094,2.4359,64.1193,95.7601,1,2,2
770,4995.0,B-1,Plover Fm,8.0759,24.7784,25.3928,7.3739,2.4393,64.2111,96.7702,1,2,2
771,4995.5,B-1,Plover Fm,10.3283,32.0123,32.3293,6.6701,2.4372,64.4745,95.6039,1,2,2
772,4996.0,B-1,Plover Fm,20.1646,30.1836,31.081999999999997,8.7698,2.4556,63.5649,97.5487,1,2,4
773,4996.5,B-1,Plover Fm,22.4796,26.0947,28.0813,9.0069,2.4736,66.0638,96.6461,1,2,4
774,4997.0,B-1,Plover Fm,17.1008,29.1974,29.6714,9.2039,2.4144,65.309,97.7021,1,2,4
775,4997.5,B-1,Plover Fm,20.2292,23.7429,23.2024,9.4053,2.3889,67.1408,98.9841,1,2,4
776,4998.0,B-1,Plover Fm,65.9877,22.195,22.3182,13.4147,2.5051,66.5799,104.7683,2,2,2
777,4998.5,B-1,Plover Fm,12.6018,39.0532,38.4097,13.5255,2.5044,64.9107,100.4662,4,2,4
778,4999.0,B-1,Plover Fm,9.4523,27.825,27.2089,8.367,2.4213,66.4885,97.9228,1,2,2
779,4999.5,B-1,Plover Fm,13.2083,24.2423,22.9779,8.0947,2.4312,65.9853,99.344,1,2,2
780,5000.0,B-1,Plover Fm,11.2331,29.498,27.2455,8.6701,2.4464,64.3488,98.9786,1,2,2
781,5000.5,B-1,Plover Fm,15.7205,29.1568,26.2278,8.4726,2.4126,65.5945,98.6102,1,2,4
782,5001.0,B-1,Plover Fm,12.1861,33.7762,28.3943,8.6043,2.4297,64.3559,96.8595,1,2,2
783,5001.5,B-1,Plover Fm,14.370999999999999,32.6517,26.8442,9.0211,2.4295,63.9427,97.7433,1,2,4
784,5002.0,B-1,Plover Fm,19.2763,30.4186,25.6313,9.4618,2.4153,65.2737,96.9442,1,2,4
785,5002.5,B-1,Plover Fm,17.7636,29.1877,25.2351,9.0054,2.4498,64.6882,97.7898,1,2,4
786,5003.0,B-1,Plover Fm,17.1408,32.1822,27.479,8.724,2.4524,64.8138,97.4218,1,2,4
787,5003.5,B-1,Plover Fm,8.9935,32.7401,27.7801,9.1045,2.4365,65.0065,97.2118,1,2,2
788,5004.0,B-1,Plover Fm,15.7846,35.7778,30.0605,9.2753,2.4453,65.421,99.6497,1,2,4
789,5004.5,B-1,Plover Fm,13.4912,29.6947,26.4355,8.4416,2.435,65.2108,98.574,1,2,2
790,5005.0,B-1,Plover Fm,11.012,26.776999999999997,24.8135,8.3824,2.4111,66.0236,99.0767,1,2,2
791,5005.5,B-1,Plover Fm,13.9302,25.1738,23.5506,8.3851,2.4425,65.0585,100.7651,1,2,4
792,5006.0,B-1,Plover Fm,8.5411,24.7215,22.7316,8.9485,2.4148,65.3951,98.8352,1,2,2
793,5006.5,B-1,Plover Fm,17.9748,23.8152,21.936,8.8037,2.4575,66.4289,100.9738,1,2,4
794,5007.0,B-1,Plover Fm,17.5359,22.5174,19.4949,8.3336,2.4293,66.0323,99.8734,1,2,4
795,5007.5,B-1,Plover Fm,13.6943,25.2332,21.1072,7.6784,2.4276,65.2944,98.9541,1,2,2
796,5008.0,B-1,Plover Fm,11.5451,27.5396,22.4298,7.3256,2.4451,66.3543,99.5714,1,2,2
797,5008.5,B-1,Plover Fm,12.2048,35.7891,27.8419,7.6844,2.4209,64.0254,96.2635,1,2,2
798,5009.0,B-1,Plover Fm,8.0214,40.4075,29.56900000000001,7.8165,2.4506,64.4538,96.4327,1,2,2
799,5009.5,B-1,Plover Fm,7.5581,31.4237,21.7223,8.5643,2.4341,64.3902,96.3629,1,2,2
800,5010.0,B-1,Plover Fm,12.3641,27.0833,18.7619,8.7743,2.4285,65.5525,97.1263,1,2,4
801,5010.5,B-1,Plover Fm,13.1907,24.0289,17.9412,8.1153,2.4973,64.7412,99.9803,1,2,2
802,5011.0,B-1,Plover Fm,19.7633,25.3982,18.6721,8.238,2.4689,63.8801,97.1058,1,2,2
803,5011.5,B-1,Plover Fm,21.5517,35.5166,24.2528,9.1044,2.4607,61.7426,98.5563,1,2,2
804,5012.0,B-1,Plover Fm,12.6582,42.9465,27.6594,8.6836,2.4195,64.0448,98.4693,1,2,4
805,5012.5,B-1,Plover Fm,11.7592,21.968000000000004,16.0137,10.2243,2.4145,65.9227,97.811,2,2,4
806,5013.0,B-1,Plover Fm,13.0292,20.6746,15.3346,11.655999999999999,2.4102,64.9442,101.0616,2,2,4
807,5013.5,B-1,Plover Fm,18.5969,19.5462,14.878,14.0797,2.5488,68.9187,103.12799999999999,2,2,4
808,5014.0,B-1,Plover Fm,52.218,15.9498,13.5146,10.1896,2.5286,67.8641,105.0983,2,2,2
809,5014.5,B-1,Plover Fm,30.2414,41.147,31.1319,10.1675,2.4669,62.0195,97.5241,1,2,4
810,5015.0,B-1,Plover Fm,11.3067,45.3301,31.311,7.9605,2.42,64.9337,93.012,1,2,2
811,5015.5,B-1,Plover Fm,6.5122,34.6344,23.3938,7.6212,2.4399,64.4477,97.4881,1,2,2
812,5016.0,B-1,Plover Fm,7.4908,43.724,25.4955,7.3399,2.4037,63.7631,95.7535,1,2,2
813,5016.5,B-1,Plover Fm,4.2657,30.9682,18.5974,7.2379,2.4308,63.2211,95.8834,1,2,2
814,5017.0,B-1,Plover Fm,5.5505,25.2074,15.7289,7.4714,2.4121,63.1621,95.3579,2,2,2
815,5017.5,B-1,Plover Fm,4.9456,21.7396,14.0649,7.6588,2.4209,63.9802,95.6162,1,2,2
816,5018.0,B-1,Plover Fm,9.4962,22.0732,13.6434,8.5031,2.4467,63.6095,95.149,1,2,2
817,5018.5,B-1,Plover Fm,9.4312,20.2514,12.4478,9.0885,2.4008,64.6028,98.1001,2,2,2
818,5019.0,B-1,Plover Fm,6.5944,17.7828,10.6087,9.6035,2.3981,63.9275,97.854,2,2,2
819,5019.5,B-1,Plover Fm,10.2571,16.6662,9.536,9.5392,2.4112,63.4581,97.9542,2,2,4
820,5020.0,B-1,Plover Fm,11.1709,13.0332,8.0505,9.7669,2.4244,64.405,98.4742,2,2,4
821,5020.5,B-1,Plover Fm,14.2249,7.4706,5.6226,9.4426,2.4693,63.943999999999996,97.7854,1,2,4
822,5021.0,B-1,Plover Fm,11.2273,9.5667,7.1,9.9905,2.4472,64.1211,100.5118,2,2,4
823,5021.5,B-1,Plover Fm,16.4831,11.3644,8.3455,10.8521,2.4049,67.2775,99.0589,4,2,4
824,5022.0,B-1,Plover Fm,14.8234,10.2958,7.7677,11.0256,2.4248,68.7077,103.3371,2,2,4
825,5022.5,B-1,Plover Fm,18.0331,10.2304,7.8188,11.8917,2.4931,70.3309,102.4082,2,2,4
826,5023.0,B-1,Plover Fm,43.622,9.8972,7.9718,11.45,2.5321,63.9532,100.7501,4,2,4
827,5023.5,B-1,Plover Fm,23.8503,20.0892,13.3502,9.5494,2.5044,64.4261,98.3563,1,2,4
828,5024.0,B-1,Plover Fm,8.3937,17.3413,10.9009,9.0959,2.4267,64.9341,101.5975,2,2,2
829,5024.5,B-1,Plover Fm,11.3215,13.9232,9.0804,10.0444,2.4678,66.2278,96.9247,2,2,4
830,5025.0,B-1,Plover Fm,26.9671,12.3201,8.6043,10.9198,2.4855,65.0408,100.2638,2,2,4
831,5025.5,B-1,Plover Fm,9.8771,16.9129,9.788,9.7747,2.4109,63.3614,98.1754,2,2,4
832,5026.0,B-1,Plover Fm,10.3415,11.2734,6.8062,10.3533,2.42,65.4751,99.3139,2,2,4
833,5026.5,B-1,Plover Fm,8.536,6.2144,4.5127,9.9639,2.4038,65.5734,100.7676,2,2,4
834,5027.0,B-1,Plover Fm,9.0958,7.587999999999999,5.2853,9.5731,2.4139,65.5389,98.796,2,2,2
835,5027.5,B-1,Plover Fm,9.0489,7.5953,5.5544,9.8055,2.4308,66.5868,99.1601,2,2,4
836,5028.0,B-1,Plover Fm,10.2103,8.2104,5.9317,9.6122,2.4052,65.8864,99.6984,2,2,4
837,5028.5,B-1,Plover Fm,8.254,8.3849,5.9192,10.142000000000001,2.4087,65.6432,99.1671,2,2,2
838,5029.0,B-1,Plover Fm,21.1357,6.9492,5.4033,12.3919,2.4584,67.9323,104.0427,2,2,4
839,5029.5,B-1,Plover Fm,14.2142,12.2068,7.4179,10.1807,2.4027,64.6426,101.3369,2,2,4
840,5030.0,B-1,Plover Fm,5.4570000000000025,8.2981,5.58,10.2334,2.4066,66.3114,101.1168,2,2,2
841,5030.5,B-1,Plover Fm,7.3473,7.9747,5.2782,10.6445,2.3888,66.4223,101.7399,2,2,4
842,5031.0,B-1,Plover Fm,9.7848,6.3767,4.6549,10.6034,2.443,66.0609,102.6656,2,2,4
843,5031.5,B-1,Plover Fm,25.7241,8.4526,5.9318,10.8196,2.4216,64.5739,100.5402,2,2,4
844,5032.0,B-1,Plover Fm,7.2569,11.9242,7.1013,11.147,2.3876,63.8506,101.3258,2,2,4
845,5032.5,B-1,Plover Fm,9.4335,7.807,5.0844,11.2003,2.3971,67.4814,105.4223,2,2,4
846,5033.0,B-1,Plover Fm,12.2315,6.5892,4.632,11.3491,2.4079,67.9711,104.3197,2,2,4
847,5033.5,B-1,Plover Fm,10.8421,6.9422,4.8254,10.7784,2.3941,67.0487,103.8325,2,2,4
848,5034.0,B-1,Plover Fm,13.9786,7.0802,4.9997,10.2448,2.3941,66.6945,103.1244,2,2,4
849,5034.5,B-1,Plover Fm,10.1716,7.129,4.955,11.1004,2.4065,66.1398,102.4834,2,2,4
850,5035.0,B-1,Plover Fm,12.5954,6.3264,4.6622,11.0969,2.407,65.7349,102.2546,2,2,4
851,5035.5,B-1,Plover Fm,10.5222,7.9572,5.4992,10.3589,2.4035,65.12,102.1102,2,2,4
852,5036.0,B-1,Plover Fm,12.9278,8.4112,5.6603,10.5543,2.4053,65.6201,102.1483,2,2,4
853,5036.5,B-1,Plover Fm,12.6779,8.7042,5.7731,10.5008,2.4003,66.3757,101.1887,2,2,4
854,5037.0,B-1,Plover Fm,9.7755,8.0546,5.3961,10.4212,2.4025,65.3221,102.6563,2,2,4
855,5037.5,B-1,Plover Fm,8.3969,7.0638,4.9718,11.1377,2.4056,66.2417,102.5619,2,2,4
856,5038.0,B-1,Plover Fm,19.930999999999997,7.7631,5.5922,10.8826,2.4352,67.2105,103.9257,2,2,4
857,5038.5,B-1,Plover Fm,17.9126,8.6633,6.1066,11.5218,2.4138,67.0171,103.1824,2,2,4
858,5039.0,B-1,Plover Fm,15.7279,7.2947,5.2792,12.3063,2.3911,68.2558,103.6116,2,2,4
859,5039.5,B-1,Plover Fm,6.6869,7.7,5.4525,11.3175,2.3952,67.7065,104.3656,2,2,4
860,5040.0,B-1,Plover Fm,51.0812,9.9474,7.731,12.4895,2.5175,61.5798,101.8033,4,2,4
861,5040.5,B-1,Plover Fm,31.5552,20.3008,13.255,15.8785,2.5645,61.3474,98.6364,2,2,4
862,5041.0,B-1,Plover Fm,15.3804,11.2264,8.0332,12.5778,2.4346,67.2286,99.1017,2,2,4
863,5041.5,B-1,Plover Fm,19.5707,9.7541,6.9705,10.6051,2.4203,66.0241,101.8382,2,2,4
864,5042.0,B-1,Plover Fm,12.5954,12.190999999999999,7.8567,9.6171,2.4668,65.2743,100.3471,2,2,4
865,5042.5,B-1,Plover Fm,14.3098,9.8864,6.4743,9.5445,2.4212,64.7888,100.2402,2,2,4
866,5043.0,B-1,Plover Fm,9.0966,6.4984,4.7989999999999995,9.7081,2.4134,65.6152,100.2138,2,2,4
867,5043.5,B-1,Plover Fm,7.337999999999999,7.0496,5.151,9.8419,2.4033,64.8964,101.0046,2,2,2
868,5044.0,B-1,Plover Fm,12.793,7.0178,5.2694,9.4638,2.3882,65.0364,100.9522,2,2,4
869,5044.5,B-1,Plover Fm,11.8886,8.4649,5.8472,9.7693,2.4279,64.6507,101.4154,2,2,4
870,5045.0,B-1,Plover Fm,11.6611,7.3136,5.0873,9.4065,2.4204,66.1786,101.4983,2,2,4
871,5045.5,B-1,Plover Fm,11.5458,6.9822,4.8892,10.2759,2.3854,67.1859,103.4643,2,2,4
872,5046.0,B-1,Plover Fm,9.4407,6.7427,4.7857,10.8582,2.3943,66.7667,103.9579,2,2,4
873,5046.5,B-1,Plover Fm,13.2176,7.0547,4.9232,11.3519,2.3879,66.2606,102.3467,2,2,4
874,5047.0,B-1,Plover Fm,10.4309,7.2492,5.0543,10.7434,2.3915,65.9851,102.9352,2,2,4
875,5047.5,B-1,Plover Fm,8.3118,7.2178,5.1091,10.7011,2.3944,66.212,101.3458,2,2,2
876,5048.0,B-1,Plover Fm,0.0,5.8868,4.427,10.517000000000001,2.397,68.2047,101.23,2,2,4
877,5048.5,B-1,Plover Fm,0.0,7.3062,5.4408,10.4517,2.3871,65.5646,103.7982,2,2,4
878,5049.0,B-1,Plover Fm,0.0,8.4394,6.066,10.8842,2.4363,67.6163,103.4184,2,2,4
879,5049.5,B-1,Plover Fm,0.0,9.796,6.5575,11.5872,2.4132,66.9113,100.8498,2,2,4
880,5050.0,B-1,Plover Fm,0.0,7.6781,5.5688,11.7003,2.3983,66.8988,101.5886,2,2,4
881,5050.5,B-1,Plover Fm,0.0,8.3664,5.7849,10.6395,2.4165,66.5305,101.3957,2,2,4
882,5051.0,B-1,Plover Fm,0.0,7.2493,5.1869,11.0272,2.4265,67.9499,104.3376,2,2,4
883,5051.5,B-1,Plover Fm,0.0,6.642,4.7994,11.5251,2.3891,67.0446,103.1913,2,2,4
884,5052.0,B-1,Plover Fm,0.0,6.8677,4.9256,11.0723,2.3866,66.4588,101.5528,2,2,4
885,5052.5,B-1,Plover Fm,0.0,7.6742,5.3569,11.1879,2.3869,66.5989,102.9899,2,2,4
886,5053.0,B-1,Plover Fm,0.0,7.8018,5.3968,10.6923,2.3958,66.5894,102.0297,2,2,4
887,5053.5,B-1,Plover Fm,0.0,7.7733,5.2860000000000005,10.6553,2.4097,66.4672,101.6181,2,2,4
888,5054.0,B-1,Plover Fm,0.0,7.3192,5.1168,11.0006,2.3949,65.8916,101.3429,2,2,4
889,5054.5,B-1,Plover Fm,0.0,8.4083,5.9379,10.9934,2.3903,65.2654,99.5648,2,2,4
890,5055.0,B-1,Plover Fm,0.0,9.468,6.5888,9.8718,2.4252,63.4319,98.4348,2,2,2
891,5055.5,B-1,Plover Fm,0.0,8.0548,5.7779,9.3134,2.4625,66.1504,100.5295,2,2,2
892,5056.0,B-1,Plover Fm,0.0,7.5978,5.6313,9.6557,2.4249,65.4282,99.2202,2,2,2
893,5056.5,B-1,Plover Fm,0.0,7.0776,5.2507,9.9671,2.4029,65.4711,100.9012,2,2,2
894,5057.0,B-1,Plover Fm,0.0,6.5627,4.9224,9.9263,2.3971,65.7377,99.7319,2,2,4
895,5057.5,B-1,Plover Fm,0.0,9.4019,6.7305,9.9031,2.4023,66.227,100.6991,2,2,4
896,5058.0,B-1,Plover Fm,0.0,14.6096,10.5752,10.4075,2.4415,64.0499,100.3319,2,2,2
897,5058.5,B-1,Plover Fm,0.0,26.8381,17.057000000000002,10.4007,2.475,60.6647,94.8294,2,1,2
898,5059.0,B-1,Plover Fm,0.0,29.2246,17.2786,10.5902,2.5195,59.8138,96.1118,2,2,2
899,5059.5,B-1,Plover Fm,0.0,10.0518,7.0951,11.8182,2.523,66.408,98.0338,2,2,2
900,5060.0,B-1,Plover Fm,0.0,7.9974,5.6105,10.4798,2.4328,67.045,102.3285,2,2,4
901,5060.5,B-1,Plover Fm,0.0,8.5815,5.8876,10.257,2.3986,66.1477,99.9479,2,2,4
902,5061.0,B-1,Plover Fm,0.0,9.671,6.3041,9.5743,2.4336,64.8358,100.4324,2,2,2
903,5061.5,B-1,Plover Fm,0.0,7.8143,5.4232,9.1227,2.4137,66.1057,100.2739,2,2,2
904,5062.0,B-1,Plover Fm,0.0,7.1327,5.1285,10.2852,2.3984,66.6407,102.8122,1,2,4
905,5062.5,B-1,Plover Fm,0.0,6.4166,4.867,10.6975,2.4001,67.05199999999999,103.3404,1,2,4
906,5063.0,B-1,Plover Fm,0.0,9.3638,6.5271,10.5412,2.4244,66.093,102.698,2,2,4
907,5063.5,B-1,Plover Fm,0.0,8.0482,5.7077,11.1839,2.397,67.8601,103.3967,1,2,4
908,5064.0,B-1,Plover Fm,0.0,8.8695,6.1414,10.8615,2.4102,66.6379,101.7267,1,2,4
909,5064.5,B-1,Plover Fm,0.0,9.486,6.5966,10.3703,2.4063,65.3415,99.992,2,2,2
910,5065.0,B-1,Plover Fm,0.0,8.7207,6.159,9.945,2.4219999999999997,65.7355,100.6432,2,2,2
911,5065.5,B-1,Plover Fm,0.0,9.3473,6.5592,9.9653,2.4256,64.9796,98.8,2,2,2
912,5066.0,B-1,Plover Fm,0.0,12.1177,7.9282,9.2389,2.4253,64.7031,99.6747,2,2,2
913,5066.5,B-1,Plover Fm,0.0,12.8609,8.0811,8.9675,2.444,64.8719,99.3357,2,2,2
914,5067.0,B-1,Plover Fm,0.0,9.3029,6.3384,9.1306,2.4181,66.3266,100.3873,2,2,2
915,5067.5,B-1,Plover Fm,0.0,7.7477,5.7714,10.3675,2.4022,66.0654,102.366,1,2,4
916,5068.0,B-1,Plover Fm,0.0,8.809,6.5316,10.1865,2.4063,66.3616,99.3097,2,2,4
917,5068.5,B-1,Plover Fm,0.0,12.8578,8.3757,10.3643,2.4776,66.60600000000001,102.1225,2,2,2
918,5069.0,B-1,Plover Fm,0.0,10.5376,6.9275,10.7712,2.4307,65.9096,102.5441,2,2,4
919,5069.5,B-1,Plover Fm,0.0,9.2806,6.0841,9.4257,2.4207,64.5402,101.1355,2,2,2
920,5070.0,B-1,Plover Fm,0.0,7.8843,5.4365,9.6854,2.404,65.0988,101.964,1,2,2
921,5070.5,B-1,Plover Fm,0.0,8.2298,5.9062,9.4778,2.4117,65.2342,101.7994,2,2,2
922,5071.0,B-1,Plover Fm,0.0,10.9862,8.2094,9.6999,2.4052,64.0708,100.3353,2,2,2
923,5071.5,B-1,Plover Fm,0.0,22.1692,14.1278,10.5327,2.5,63.5596,98.8315,2,2,2
924,5072.0,B-1,Plover Fm,0.0,19.4089,12.7874,11.4683,2.4779,62.8827,96.6415,2,2,2
925,5072.5,B-1,Plover Fm,0.0,12.2381,8.4408,11.8814,2.4959,67.1602,100.6105,2,2,2
926,5073.0,B-1,Plover Fm,0.0,10.7024,8.3817,11.0887,2.407,65.6758,103.6186,1,2,4
927,5073.5,B-1,Plover Fm,0.0,23.6641,20.1286,12.4163,2.479,56.5946,97.1593,2,2,2
928,5074.0,B-1,Plover Fm,0.0,55.4892,33.743,18.5668,2.6039999999999996,63.8162,94.4662,2,2,2
929,5074.5,B-1,Plover Fm,0.0,40.1201,21.0299,14.3264,2.5682,66.2573,96.7226,2,2,2
930,5075.0,B-1,Plover Fm,0.0,29.4332,16.315,12.4319,2.4843,67.2897,102.7427,2,2,2
931,5075.5,B-1,Plover Fm,0.0,18.3826,11.6489,11.8505,2.4672,65.9419,100.2494,2,2,2
932,5076.0,B-1,Plover Fm,0.0,10.0953,6.7928,14.0122,2.5021,67.495,99.6498,2,2,2
933,5076.5,B-1,Plover Fm,0.0,6.9034,4.593999999999999,11.3112,2.4068,68.0861,103.6708,1,2,4
934,5077.0,B-1,Plover Fm,0.0,4.9621,3.6539,11.613,2.3563,68.6536,104.7738,1,2,4
935,5077.5,B-1,Plover Fm,0.0,5.7570000000000014,4.1556,12.3463,2.3619,68.0389,104.6935,1,2,4
936,5078.0,B-1,Plover Fm,0.0,6.7221,4.8487,11.7739,2.3731,67.3435,102.9953,1,2,4
937,5078.5,B-1,Plover Fm,0.0,6.972,4.975,11.4039,2.3794,66.4139,102.5733,1,2,4
938,5079.0,B-1,Plover Fm,0.0,6.4879999999999995,4.7792,11.1747,2.4015,66.3729,102.6403,1,2,4
939,5079.5,B-1,Plover Fm,0.0,6.9264,5.0653,11.2735,2.3762,67.8566,104.0717,1,2,4
940,5080.0,B-1,Plover Fm,0.0,6.9159,5.0676,11.0477,2.3893,66.8553,103.1629,1,2,4
941,5080.5,B-1,Plover Fm,0.0,7.5212,5.3129,11.0282,2.3890000000000002,66.6083,103.1177,1,2,4
942,5081.0,B-1,Plover Fm,0.0,7.1593,5.0536,11.0413,2.407,66.9267,102.8017,1,2,4
943,5081.5,B-1,Plover Fm,0.0,6.3429,4.5365,11.0926,2.3828,67.7004,104.3407,1,2,4
944,5082.0,B-1,Plover Fm,0.0,5.3191,4.1617,12.0143,2.3723,68.1273,103.852,1,2,4
945,5082.5,B-1,Plover Fm,0.0,7.9941,6.7631,11.0762,2.3918,67.3172,103.4274,1,2,4
946,5083.0,B-1,Plover Fm,0.0,25.6923,24.45300000000001,10.152999999999999,2.4782,58.3002,96.5162,2,2,2
947,5083.5,B-1,Plover Fm,0.0,92.8919,40.8371,11.2151,2.6089,55.8614,90.2553,1,2,2
948,5084.0,B-1,Plover Fm,0.0,20.7187,12.3872,13.6573,2.6076,59.3089,94.5933,2,2,2
