Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Electrofacies
4977.5,K-1,Plover Fm,24.5628,32.5618,46.9943,26.5562,2.7214,66.567,122.5302,4
4978,K-1,Plover Fm,26.9579,15.9193,25.1039,25.9182,2.7821,65.3116,121.1391,4
4978.5,K-1,Plover Fm,21.554,27.755,35.3892,26.6335,2.7596,62.3637,119.224,4
4979,K-1,Plover Fm,23.284,35.5721,48.5922,24.8962,2.7719,58.3977,112.1744,4
4979.5,K-1,Plover Fm,33.567,52.2331,69.8164,24.7221,2.7448,60.4895,115.715,4
4980,K-1,Plover Fm,33.8364,11.8336,19.2978,25.1246,2.6823,72.5305,136.3156,4
4980.5,K-1,Plover Fm,27.3454,7.1259,10.3616,28.5119,2.7096,74.5653,137.1434,4
4981,K-1,Plover Fm,34.0677,11.1833,13.0393,27.325,2.6911,64.3108,119.0809,4
4981.5,K-1,Plover Fm,25.021,52.7931,47.5078,22.9022,2.6111,62.4481,114.0536,4
4982,K-1,Plover Fm,16.3794,125.7318,99.5593,24.1231,2.6863,61.2457,105.4398,4
4982.5,K-1,Plover Fm,22.8032,359.8733,135.78,23.2826,2.7073,56.3701,100.8583,4
4983,K-1,Plover Fm,23.4093,263.4572,147.7367,21.5254,2.7524,58.9708,108.0452,4
4983.5,K-1,Plover Fm,24.2095,186.863,136.6668,22.8871,2.7419,65.4579,116.0543,4
4984,K-1,Plover Fm,20.8133,85.6574,92.0067,23.8562,2.7502,63.0073,115.1745,4
4984.5,K-1,Plover Fm,29.5351,53.3988,67.9186,27.038,2.7824,62.3098,113.817,4
4985,K-1,Plover Fm,18.9666,31.5486,48.598,25.2615,2.7208,64.5075,117.644,4
4985.5,K-1,Plover Fm,30.7822,28.921,36.3788,24.0047,2.6605,67.2871,123.9781,4
4986,K-1,Plover Fm,30.4663,30.4762,35.5561,25.9278,2.7329,68.4377,124.7141,4
4986.5,K-1,Plover Fm,17.5351,25.505,33.6341,28.914,2.7132,68.6633,125.1457,4
4987,K-1,Plover Fm,32.0401,25.5885,33.3468,27.4787,2.7157,68.2265,120.7333,4
4987.5,K-1,Plover Fm,20.9884,24.1246,33.5484,25.9504,2.7247,65.943,121.1271,4
4988,K-1,Plover Fm,26.633,21.2624,32.843,24.924,2.6922,65.3316,120.2797,4
4988.5,K-1,Plover Fm,34.1266,27.4304,33.8385,23.647,2.6761,65.674,120.4687,4
4989,K-1,Plover Fm,28.6358,26.1957,33.0274,26.8011,2.7382,64.9787,118.3686,4
4989.5,K-1,Plover Fm,31.8425,28.4512,40.1407,25.2221,2.7144,65.5798,120.4021,4
4990,K-1,Plover Fm,34.2115,32.6727,47.2021,25.3576,2.7319,64.4017,119.1163,4
4990.5,K-1,Plover Fm,34.1318,29.1032,40.8314,24.279,2.7606,64.3157,117.3498,4
4991,K-1,Plover Fm,30.2216,23.697,32.9998,24.1033,2.5781,67.2163,124.4465,4
4991.5,K-1,Plover Fm,21.557,21.5965,31.6997,24.9379,2.5974,67.0993,124.8618,4
4992,K-1,Plover Fm,27.409,21.7665,30.2442,24.1602,2.7082,68.5712,123.1231,4
4992.5,K-1,Plover Fm,22.51,29.3672,41.9638,22.576,2.6928,71.7649,128.4861,4
4993,K-1,Plover Fm,34.3588,26.2209,40.9431,22.5828,2.6952,61.3661,120.1564,4
4993.5,K-1,Plover Fm,28.6358,37.38,63.4864,22.8311,2.7484,65.0981,121.5794,4
4994,K-1,Plover Fm,34.7357,29.5904,50.2986,23.9675,2.8072,68.4357,127.5955,4
4994.5,K-1,Plover Fm,30.6778,23.5952,39.5487,23.9437,2.7344,74.9579,132.2816,4
4995,K-1,Plover Fm,26.6106,28.5544,55.5458,24.1845,2.7712,69.2083,124.443,4
4995.5,K-1,Plover Fm,25.729,38.5493,72.1836,23.6727,2.8279,62.6707,115.8464,4
4996,K-1,Plover Fm,23.8784,24.9238,36.3792,22.8763,2.8276,62.4553,116.6127,4
4996.5,K-1,Plover Fm,28.3664,19.0393,25.3727,26.1644,2.7855,67.8867,121.2158,4
4997,K-1,Plover Fm,36.6928,13.1258,16.5368,26.059,2.7318,69.5698,124.774,4
4997.5,K-1,Plover Fm,44.7973,10.3028,11.0697,29.3645,2.7796,68.4552,124.1426,4
4998,K-1,Plover Fm,44.7354,5.5236,5.9358,34.7394,2.8464,70.4551,128.0339,4
4998.5,K-1,Plover Fm,50.2288,4.0658,4.4561,36.7441,2.8654,69.1213,123.4957,4
4999,K-1,Plover Fm,28.2578,23.2061,21.3794,32.9967,2.8555,64.4893,105.4061,4
4999.5,K-1,Plover Fm,32.1738,27.8665,25.8554,23.0322,2.7319,70.3565,107.533,4
5000,K-1,Plover Fm,61.3474,58.5185,73.9568,16.151,2.63,75.4959,118.5995,4
5000.5,K-1,Plover Fm,61.091,45.6025,48.7279,15.7763,2.5338,70.4815,115.167,4
5001,K-1,Plover Fm,81.0929,19.9736,22.5549,19.3327,2.6685,71.7014,115.8232,4
5001.5,K-1,Plover Fm,83.5197,18.663,20.0303,15.4844,2.5365,65.5757,108.2527,4
5002,K-1,Plover Fm,17.0659,14.345,15.4653,5.4037,2.3122,64.9194,104.3244,4
5002.5,K-1,Plover Fm,18.5085,36.2279,39.2053,5.2244,2.3324,68.7508,105.8525,4
5003,K-1,Plover Fm,16.9573,411.0278,427.3148,4.9634,2.3214,68.5364,106.2994,4
5003.5,K-1,Plover Fm,11.8412,1131.5211,594.0396,5.0445,2.3065,68.9294,105.2851,4
5004,K-1,Plover Fm,17.3094,638.2233,540.2,4.3975,2.3315,69.613,106.7692,4
5004.5,K-1,Plover Fm,10.005,853.1895,185.4767,4.2142,2.302,68.1974,106.1574,4
5005,K-1,Plover Fm,17.7536,1596.0833,147.763,4.423,2.3535,66.7921,105.8975,4
5005.5,K-1,Plover Fm,23.4352,667.5239,338.9404,5.9358,2.3746,68.7976,107.166,4
5006,K-1,Plover Fm,29.5396,157.4186,286.4588,7.3089,2.4025,67.9337,106.3382,4
5006.5,K-1,Plover Fm,29.5814,320.1849,283.9236,8.0499,2.4749,67.1672,105.8689,4
5007,K-1,Plover Fm,53.6962,242.7197,213.9479,9.1643,2.5166,64.7267,100.9038,4
5007.5,K-1,Plover Fm,28.356,89.8498,112.1748,9.6577,2.5073,60.8986,98.0686,4
5008,K-1,Plover Fm,60.7265,142.6853,202.4979,11.9421,2.4919,63.7867,99.7604,4
5008.5,K-1,Plover Fm,47.0921,78.9754,103.4591,13.6396,2.3925,65.3346,101.4508,4
5009,K-1,Plover Fm,84.9428,118.5549,161.6792,14.9417,2.3924,66.4947,103.4018,4
5009.5,K-1,Plover Fm,79.7248,169.2772,280.7271,16.8693,2.4245,70.1013,106.9381,4
5010,K-1,Plover Fm,50.7181,149.1501,203.9045,14.8226,2.4284,70.5241,113.1106,4
5010.5,K-1,Plover Fm,47.9724,51.1644,65.4797,11.7305,2.5428,70.4433,111.9655,4
5011,K-1,Plover Fm,34.7332,112.7042,125.8436,11.0035,2.5261,68.624,107.0373,4
5011.5,K-1,Plover Fm,71.777,84.6016,110.1964,11.44,2.5734,63.3149,97.8484,4
5012,K-1,Plover Fm,64.5024,244.5564,255.3577,13.2607,2.5618,63.4403,101.1816,4
5012.5,K-1,Plover Fm,53.2563,84.5861,94.1007,12.7185,2.5132,61.8067,99.1208,4
5013,K-1,Plover Fm,54.1674,143.2976,144.1162,14.0305,2.5091,65.2319,104.2144,4
5013.5,K-1,Plover Fm,60.5448,295.4909,319.9771,13.1468,2.5133,64.4977,104.633,4
5014,K-1,Plover Fm,60.451,189.7958,230.7576,15.1099,2.5517,67.2128,106.9047,4
5014.5,K-1,Plover Fm,79.155,95.299,92.1389,15.6959,2.4929,65.6777,103.3139,4
5015,K-1,Plover Fm,53.4743,36.4976,36.2353,13.2109,2.4934,66.6087,105.9787,4
5015.5,K-1,Plover Fm,41.5044,78.6734,84.3814,12.0313,2.5177,67.3016,107.42,4
5016,K-1,Plover Fm,38.8614,254.7012,186.1521,10.1666,2.5347,65.6023,104.0024,4
5016.5,K-1,Plover Fm,39.8188,234.7681,109.3771,9.9966,2.4864,66.4767,102.308,4
5017,K-1,Plover Fm,48.3274,118.5312,56.3903,15.5445,2.7043,60.3947,93.9684,4
5017.5,K-1,Plover Fm,37.3245,44.7248,27.3636,18.3989,2.8161,59.4867,108.4209,4
5018,K-1,Plover Fm,50.3702,23.1624,17.165,25.6379,2.7258,59.0208,104.5218,4
5018.5,K-1,Plover Fm,71.2526,17.1741,14.4476,14.5856,2.5861,61.1095,108.4769,4
5019,K-1,Plover Fm,63.2073,8.3675,8.7668,23.7402,2.6447,60.4801,105.8623,4
5019.5,K-1,Plover Fm,78.0116,27.9558,30.9495,29.7197,2.6981,72.1719,132.2825,4
5020,K-1,Plover Fm,52.8264,6.2908,6.3155,15.5752,2.7309,67.6943,118.72,4
5020.5,K-1,Plover Fm,18.2223,10.1967,9.0395,11.0041,2.3843,63.8866,98.9521,4
5021,K-1,Plover Fm,33.7576,73.8268,69.4734,12.4015,2.3774,70.5836,109.659,4
5021.5,K-1,Plover Fm,20.5452,252.8116,252.8246,12.7489,2.4246,68.1715,110.5763,4
5022,K-1,Plover Fm,17.5549,287.5494,300.715,10.4789,2.4382,65.1952,102.6774,4
5022.5,K-1,Plover Fm,17.6502,259.9374,282.9212,10.9125,2.4313,65.0165,103.185,4
5023,K-1,Plover Fm,21.8493,401.3693,417.8658,10.6981,2.4495,65.2843,101.3652,4
5023.5,K-1,Plover Fm,19.2999,349.3896,414.5914,11.0842,2.4479,66.2055,102.9328,4
5024,K-1,Plover Fm,24.4563,386.5219,377.3632,10.9924,2.4455,66.5571,101.3946,4
5024.5,K-1,Plover Fm,27.9849,231.923,232.5238,9.4403,2.4585,66.4564,101.9675,4
5025,K-1,Plover Fm,24.6074,325.2856,342.3077,7.6062,2.3616,68.5101,105.8866,4
5025.5,K-1,Plover Fm,17.838,173.846,282.5905,10.6733,2.3856,68.5391,109.4644,4
5026,K-1,Plover Fm,21.2299,593.6576,450.45,12.2922,2.3791,68.6905,109.3604,4
5026.5,K-1,Plover Fm,16.7595,599.0939,460.6149,11.7172,2.3863,68.9794,108.0664,4
5027,K-1,Plover Fm,28.9499,836.1677,630.1324,11.6986,2.4149,68.6203,107.5374,4
5027.5,K-1,Plover Fm,24.6446,562.9188,568.1508,11.2518,2.3925,69.5384,109.0783,4
5028,K-1,Plover Fm,18.335,401.4379,537.7575,9.6629,2.3506,70.6672,109.9216,4
5028.5,K-1,Plover Fm,19.6362,591.5223,640.2776,12.6093,2.3613,70.3173,109.4321,4
5029,K-1,Plover Fm,25.0635,513.413,592.648,12.3753,2.4702,66.0608,101.8297,4
5029.5,K-1,Plover Fm,32.4412,212.7226,257.4961,12.5226,2.4046,67.2701,104.729,4
5030,K-1,Plover Fm,15.4402,131.2704,161.8642,12.9548,2.3839,68.7724,106.8688,4
5030.5,K-1,Plover Fm,29.8621,253.9099,255.4418,11.3978,2.4328,66.7312,103.7267,4
5031,K-1,Plover Fm,38.5999,147.6122,158.128,13.7951,2.4251,68.3159,106.4742,4
5031.5,K-1,Plover Fm,23.4204,88.9348,95.3121,11.8976,2.4293,66.5726,103.6595,4
5032,K-1,Plover Fm,24.5522,181.9101,217.5143,8.9407,2.5109,63.2451,94.4806,4
5032.5,K-1,Plover Fm,75.6165,277.453,230.5962,13.3879,2.5741,63.8862,99.3505,4
5033,K-1,Plover Fm,86.8416,35.5624,37.0726,13.5119,2.5421,66.3426,104.317,4
5033.5,K-1,Plover Fm,51.5313,57.496,59.7452,13.1959,2.5399,65.2569,100.4229,4
5034,K-1,Plover Fm,54.0109,83.9545,89.3003,11.5246,2.5334,63.012,99.905,4
5034.5,K-1,Plover Fm,48.8056,88.1682,87.1137,12.0701,2.5511,63.509,99.3008,4
5035,K-1,Plover Fm,83.9085,84.7684,81.2648,14.2604,2.6204,61.4462,97.5427,4
5035.5,K-1,Plover Fm,47.6166,35.4716,35.894,12.4087,2.5079,62.8151,101.0726,4
5036,K-1,Plover Fm,62.8866,47.4401,47.5126,12.3549,2.5117,66.8521,106.2821,4
5036.5,K-1,Plover Fm,28.4501,49.0632,52.2417,11.4589,2.5073,63.6757,98.9729,4
5037,K-1,Plover Fm,20.4776,128.1195,117.2126,10.5628,2.5028,64.822,96.6783,4
5037.5,K-1,Plover Fm,49.6973,301.1946,259.6534,9.1862,2.551,62.9207,95.3218,4
5038,K-1,Plover Fm,45.6344,79.9498,76.7193,10.3818,2.5147,65.6657,98.4156,4
5038.5,K-1,Plover Fm,44.3898,52.5898,55.9617,13.3683,2.5157,61.6615,100.6244,4
5039,K-1,Plover Fm,46.3805,84.8697,90.074,12.1059,2.5373,65.0975,110.888,4
5039.5,K-1,Plover Fm,41.7282,45.6831,47.0327,13.4404,2.5353,64.6828,107.3586,4
5040,K-1,Plover Fm,48.3204,65.534,69.3965,11.1279,2.5313,67.529,107.1106,4
5040.5,K-1,Plover Fm,59.7314,35.3915,39.903,12.7038,2.5426,63.3195,101.7449,4
5041,K-1,Plover Fm,47.5558,28.9238,35.0885,13.2741,2.531,63.2027,100.7361,4
5041.5,K-1,Plover Fm,69.3382,33.7007,33.9673,11.5665,2.577,62.7519,102.0133,4
5042,K-1,Plover Fm,73.8815,35.5946,37.2533,11.9126,2.5443,64.2921,105.2221,4
5042.5,K-1,Plover Fm,62.3171,34.4543,31.4331,12.2844,2.5595,63.662,97.851,4
5043,K-1,Plover Fm,81.0597,18.1224,16.2306,12.8036,2.608,60.2548,94.0628,4
5043.5,K-1,Plover Fm,29.8693,17.6167,15.3036,9.6225,2.6086,60.9195,93.9496,4
5044,K-1,Plover Fm,33.8471,132.3045,76.8579,9.6554,2.5451,56.0452,85.5707,4
5044.5,K-1,Plover Fm,45.2191,108.3116,128.378,11.448,2.5874,63.9507,105.2197,4
5045,K-1,Plover Fm,53.4829,57.4984,64.4472,11.7192,2.4876,57.3267,91.0766,4
5045.5,K-1,Plover Fm,63.1147,47.0368,50.9555,11.9218,2.499,61.4109,95.1788,4
5046,K-1,Plover Fm,38.0406,37.1322,42.1099,9.76,2.4634,62.268,94.5627,4
5046.5,K-1,Plover Fm,49.273,39.2911,39.9106,10.9948,2.4954,58.8282,90.8463,4
5047,K-1,Plover Fm,67.9266,38.0266,40.6102,10.2086,2.5352,51.706,83.2614,4
5047.5,K-1,Plover Fm,45.7966,33.1024,42.8106,11.3312,2.5244,70.6666,115.6679,4
5048,K-1,Plover Fm,26.9767,47.5976,53.4142,9.9062,2.3553,72.228,111.1635,4
5048.5,K-1,Plover Fm,57.764,103.4883,109.2874,11.7454,2.4057,62.2147,97.4743,4
5049,K-1,Plover Fm,63.1112,32.1138,34.1119,12.959,2.5699,62.3822,97.0988,4
5049.5,K-1,Plover Fm,54.1958,48.077,45.1923,10.8486,2.5973,62.4619,99.7495,4
5050,K-1,Plover Fm,55.9698,49.8694,50.9042,10.3398,2.6299,60.7649,96.7248,4
5050.5,K-1,Plover Fm,31.53,41.678,49.2515,10.4715,2.6448,57.9423,91.9605,4
5051,K-1,Plover Fm,35.6818,78.0183,69.3229,8.5036,2.5486,61.3531,97.5856,4
5051.5,K-1,Plover Fm,37.5532,124.7936,134.0258,10.6231,2.6215,62.6621,102.4655,4
5052,K-1,Plover Fm,72.6983,65.0641,61.4427,15.4189,2.6531,61.1786,98.5667,4
5052.5,K-1,Plover Fm,31.8449,22.5264,26.8535,10.8698,2.591,61.5258,98.1649,4
5053,K-1,Plover Fm,34.3451,62.8153,66.9401,10.3202,2.5517,62.4435,99.5963,4
5053.5,K-1,Plover Fm,31.8089,122.5452,116.4054,11.1682,2.5925,61.952,99.3185,4
5054,K-1,Plover Fm,43.9853,86.8511,74.0035,11.9272,2.6287,61.2768,99.4091,4
5054.5,K-1,Plover Fm,58.2911,67.7511,56.2056,12.5242,2.6538,60.3817,97.9161,4
5055,K-1,Plover Fm,75.5095,37.7845,39.3505,11.8197,2.6512,63.9587,106.858,4
5055.5,K-1,Plover Fm,94.0872,29.9966,28.8745,17.1474,2.6312,64.5371,108.4789,4
5056,K-1,Plover Fm,66.1382,11.4759,12.7713,19.4526,2.6068,62.6889,103.9149,4
5056.5,K-1,Plover Fm,76.671,17.6515,19.5247,15.8221,2.6245,65.3309,106.9684,4
5057,K-1,Plover Fm,69.8446,15.1265,15.245,16.4731,2.6662,60.6323,100.6696,4
5057.5,K-1,Plover Fm,56.6641,22.6624,22.6422,15.5164,2.6907,57.4199,93.0349,4
5058,K-1,Plover Fm,40.0473,25.0919,26.3765,10.8448,2.6992,56.8635,89.9977,4
5058.5,K-1,Plover Fm,42.7228,49.3203,48.1423,10.193,2.6656,56.8792,87.9129,4
5059,K-1,Plover Fm,30.8175,60.8829,60.4359,10.0622,2.5416,63.8061,104.774,4
5059.5,K-1,Plover Fm,33.9424,85.8826,75.0792,10.3617,2.5473,64.4367,102.5219,4
5060,K-1,Plover Fm,29.3748,57.3297,49.1796,12.058,2.5467,64.5201,103.9483,4
5060.5,K-1,Plover Fm,33.3704,67.9219,56.3986,11.7944,2.5341,63.2979,104.9125,4
5061,K-1,Plover Fm,43.6935,57.1369,55.0674,11.4321,2.5733,61.8594,104.3791,4
5061.5,K-1,Plover Fm,53.4637,40.8588,46.2969,12.3752,2.6116,62.8836,106.085,4
5062,K-1,Plover Fm,111.8645,34.5069,24.6202,12.6364,2.6777,74.2367,140.2106,4
5062.5,K-1,Plover Fm,110.7988,8.0278,9.6051,17.1082,2.6432,74.4254,137.6246,4
5063,K-1,Plover Fm,113.7278,6.1965,6.543,22.9472,2.653,76.7016,143.8673,4
5063.5,K-1,Plover Fm,94.2258,5.6612,5.7885,29.3094,2.6711,77.208,143.5549,4
5064,K-1,Plover Fm,84.4372,5.1019,5.2568,31.2183,2.6944,72.3157,128.3445,4
5064.5,K-1,Plover Fm,97.3038,7.1828,7.5603,27.3859,2.7099,72.187,125.9228,4
5065,K-1,Plover Fm,84.9197,7.2008,7.7284,23.6145,2.7498,63.6912,110.416,4
5065.5,K-1,Plover Fm,72.3168,12.5018,13.8625,22.3568,2.6924,63.277,110.5756,4
5066,K-1,Plover Fm,94.0872,14.8235,15.2528,18.8199,2.7016,67.1365,116.4497,4
5066.5,K-1,Plover Fm,89.5414,8.7076,9.2561,19.9046,2.687,68.2481,119.6906,4
5067,K-1,Plover Fm,83.4722,10.1819,10.5549,23.6815,2.6748,66.4611,115.5054,4
5067.5,K-1,Plover Fm,91.9087,13.291,13.5872,22.7578,2.7346,67.8686,117.7276,4
5068,K-1,Plover Fm,81.1984,10.5386,11.0015,22.2949,2.7094,67.064,116.444,4
5068.5,K-1,Plover Fm,92.2306,13.4524,13.9839,20.5881,2.695,67.531,119.4627,4
5069,K-1,Plover Fm,89.2102,10.4116,10.7605,21.1071,2.6942,70.0075,126.9537,4
5069.5,K-1,Plover Fm,103.7371,9.1652,9.4429,20.6164,2.6919,68.7746,122.8547,4
5070,K-1,Plover Fm,93.6422,9.9463,10.2597,23.85,2.6915,68.5553,122.9358,4
5070.5,K-1,Plover Fm,67.4441,9.8014,10.5249,24.927,2.7094,69.5128,126.2032,4
5071,K-1,Plover Fm,76.7039,8.1438,8.4816,22.7461,2.7355,67.8886,120.3696,4
5071.5,K-1,Plover Fm,73.8222,10.0102,10.2182,22.6651,2.6864,68.5047,121.7487,4
5072,K-1,Plover Fm,88.1316,9.6392,9.8245,21.876,2.7055,70.5983,127.1934,4
5072.5,K-1,Plover Fm,110.1,8.1277,8.5748,21.8062,2.6964,69.6193,126.6792,4
5073,K-1,Plover Fm,90.311,7.8236,7.9934,24.9372,2.7041,70.5355,127.2522,4
5073.5,K-1,Plover Fm,96.5059,7.9686,8.0683,24.832,2.6947,72.6849,133.0793,4
5074,K-1,Plover Fm,100.4493,7.1497,7.197,25.5569,2.6756,78.4741,144.3812,4
5074.5,K-1,Plover Fm,90.8809,4.6723,4.7206,26.2817,2.6565,76.8806,141.5733,4
5075,K-1,Plover Fm,86.1849,4.8834,5.4814,28.9782,2.6642,61.8373,104.6933,4
5075.5,K-1,Nome Fm,47.0363,30.5986,31.2675,22.6964,2.6727,56.4091,93.3963,4
5076,K-1,Nome Fm,47.5048,60.7761,67.8548,9.1805,2.6959,57.1891,95.2388,4
5076.5,K-1,Nome Fm,59.4693,45.909,49.6806,7.8906,2.6873,58.3746,96.4769,4
5077,K-1,Nome Fm,42.0477,36.0988,37.4004,9.2082,2.6726,56.7978,94.8009,4
5077.5,K-1,Nome Fm,50.9388,43.2002,45.1838,9.8013,2.681,57.4543,96.432,4
5078,K-1,Nome Fm,61.0803,41.734,42.5599,8.9084,2.6952,57.5816,96.5162,4
5078.5,K-1,Nome Fm,56.1508,36.9318,37.5485,9.4836,2.6763,59.2849,100.4195,4
5079,K-1,Nome Fm,61.2773,22.6052,23.0994,10.7638,2.6702,60.6417,102.8432,4
5079.5,K-1,Nome Fm,63.1267,23.0773,23.082,13.0301,2.68,61.0816,104.0644,4
5080,K-1,Nome Fm,64.706,19.9652,20.0314,13.8571,2.6737,60.5848,100.6939,4
5080.5,K-1,Nome Fm,68.892,23.9491,24.0959,13.0415,2.6375,63.0833,108.177,3
5081,K-1,Nome Fm,65.4598,12.5506,12.9103,15.0291,2.6743,64.4395,109.4965,3
5081.5,K-1,Nome Fm,74.9876,12.6529,12.9637,17.1745,2.6912,66.0612,113.4487,3
5082,K-1,Nome Fm,68.3316,12.8471,13.2108,17.9363,2.6773,62.8713,106.9066,3
5082.5,K-1,Nome Fm,84.365,19.8612,19.9529,16.6956,2.6804,62.9884,107.1968,3
5083,K-1,Nome Fm,67.7607,13.9586,14.0636,12.8488,2.6561,59.1096,100.7749,3
5083.5,K-1,Nome Fm,85.5573,33.8002,30.0176,15.3679,2.6748,60.9354,103.8272,3
5084,K-1,Nome Fm,92.6532,15.811,13.8544,11.1873,2.6915,67.7731,120.169,3
5084.5,K-1,Nome Fm,79.1975,8.7077,8.5387,13.725,2.6785,70.0375,125.585,3
5085,K-1,Nome Fm,70.6317,7.8169,8.5311,19.5934,2.6624,60.4953,100.8364,3
5085.5,K-1,Nome Fm,61.4317,31.7843,29.6292,18.4156,2.6728,56.9856,94.6294,3
5086,K-1,Nome Fm,90.1434,44.9043,39.8137,17.4072,2.6868,57.8596,95.1893,3
5086.5,K-1,Nome Fm,104.2239,28.3495,26.2976,24.3155,2.6681,63.1612,107.3937,3
5087,K-1,Nome Fm,85.5206,14.8924,15.3929,25.2973,2.6761,66.8599,116.0887,3
5087.5,K-1,Nome Fm,90.8918,10.1802,10.5295,24.1633,2.7324,66.4488,113.6572,3
5088,K-1,Nome Fm,80.4856,11.2809,11.7634,12.2524,2.7563,62.9884,108.5475,3
5088.5,K-1,Nome Fm,96.0958,13.6516,13.663,21.9698,2.7043,70.3213,125.7659,3
5089,K-1,Nome Fm,79.7541,7.1562,7.3621,24.0485,2.6965,72.8125,132.4468,3
5089.5,K-1,Nome Fm,43.9891,7.2542,7.2552,21.5939,2.6681,67.6593,123.8536,3
5090,K-1,Nome Fm,50.9858,7.8928,8.0811,21.6752,2.7022,56.8849,105.2337,3
5090.5,K-1,Nome Fm,86.7232,38.8882,36.438,28.9183,2.6672,63.8539,113.0666,3
5091,K-1,Nome Fm,86.9804,11.5041,11.4898,29.7882,2.7066,69.6499,124.7496,3
5091.5,K-1,Nome Fm,78.7466,7.2722,7.4258,30.2808,2.6931,69.6141,125.8156,3
5092,K-1,Nome Fm,84.3649,6.5501,6.7732,29.739,2.7199,69.883,131.4808,3
5092.5,K-1,Nome Fm,95.0048,6.0562,6.2804,30.2072,2.6942,74.511,138.8159,3
5093,K-1,Nome Fm,108.885,4.7071,4.8035,29.0017,2.686,74.4241,140.2418,3
5093.5,K-1,Nome Fm,109.4036,5.2306,5.3227,27.7961,2.6778,75.0329,142.3375,3
5094,K-1,Nome Fm,98.4594,5.0063,5.0284,23.7887,2.7039,75.9321,144.4783,3
5094.5,K-1,Nome Fm,105.7451,4.8729,4.8615,21.5784,2.6964,75.2117,142.4902,3
5095,K-1,Nome Fm,93.774,4.8452,4.9124,24.3652,2.6753,75.216,139.8697,3
5095.5,K-1,Nome Fm,70.0546,5.1284,5.2195,24.4496,2.6784,71.1176,129.2824,3
5096,K-1,Nome Fm,97.6553,6.4404,6.534,22.5608,2.6557,67.9353,122.441,3
5096.5,K-1,Nome Fm,94.5054,8.7053,8.8702,23.4985,2.7073,71.128,127.1584,3
5097,K-1,Nome Fm,92.0203,7.102,7.1198,23.7481,2.6733,70.3824,126.5479,3
5097.5,K-1,Nome Fm,86.6763,6.6632,6.789,25.6639,2.7007,70.2959,126.2033,3
5098,K-1,Nome Fm,86.8434,6.7052,6.8573,25.4837,2.6775,70.945,126.1041,3
5098.5,K-1,Nome Fm,93.8402,6.6354,6.7998,23.9189,2.6692,71.4152,126.6553,3
5099,K-1,Nome Fm,89.5655,7.0211,7.1908,24.8508,2.6849,72.4918,129.1156,3
5099.5,K-1,Nome Fm,105.3866,6.0569,6.1747,25.5568,2.6679,73.2666,132.3401,3
5100,K-1,Nome Fm,92.0614,5.4623,5.5787,23.7056,2.6975,70.8849,128.2311,3
5100.5,K-1,Nome Fm,84.9428,6.4476,6.6175,20.2108,2.7039,72.17,128.9648,3
5101,K-1,Nome Fm,103.0822,6.7848,6.9489,22.315,2.7029,72.4374,130.4678,3
5101.5,K-1,Nome Fm,83.724,6.0312,6.1928,17.2575,2.6906,68.6508,123.4705,3
5102,K-1,Nome Fm,98.6835,7.9164,7.8877,10.6072,2.694,68.9372,123.4774,3
5102.5,K-1,Nome Fm,100.5445,8.1498,8.4586,13.4877,2.6704,69.7301,126.4667,3
5103,K-1,Nome Fm,59.6187,7.013,7.1267,16.3681,2.6468,62.0727,110.29,3
5103.5,K-1,Nome Fm,47.9609,10.5314,10.9452,24.2121,2.6479,55.0101,97.9426,3
5104,K-1,Nome Fm,55.4728,44.8516,37.7759,24.3334,2.6812,68.6473,130.5904,3
5104.5,K-1,Nome Fm,88.6083,27.7027,23.1267,22.9298,2.7159,77.6089,139.0525,3
5105,K-1,Nome Fm,99.3889,3.4278,3.3879,9.696,2.7165,76.154,135.4414,3
5105.5,K-1,Nome Fm,76.4736,4.4642,4.3302,9.9532,2.6751,63.8501,111.3777,3
5106,K-1,Nome Fm,66.4293,4.9288,5.3423,14.4557,2.6647,57.6157,100.1245,3
5106.5,K-1,Nome Fm,89.7883,25.2292,23.2091,16.4489,2.6518,57.3928,96.7782,3
5107,K-1,Nome Fm,78.6881,36.0816,36.207,22.0683,2.6555,60.403,101.1826,3
5107.5,K-1,Nome Fm,103.6879,18.9188,20.363,22.6223,2.6985,64.5293,112.63,3
5108,K-1,Nome Fm,93.781,10.4259,11.0209,25.0712,2.6713,69.0475,123.3535,3
5108.5,K-1,Nome Fm,95.344,6.1454,6.4653,26.4396,2.6564,70.8043,128.6517,3
5109,K-1,Nome Fm,100.1791,7.06,7.326,27.7866,2.7118,68.8625,123.7534,3
5109.5,K-1,Nome Fm,101.1224,6.4895,6.5282,28.3189,2.6619,73.5141,136.6107,3
5110,K-1,Nome Fm,90.8988,5.1742,5.1898,30.6315,2.6526,75.4698,141.2477,3
5110.5,K-1,Nome Fm,110.343,4.1849,4.2018,27.628,2.6988,75.1369,140.3389,3
5111,K-1,Nome Fm,109.9815,4.4506,4.3768,28.5806,2.7329,79.793,150.7439,3
5111.5,K-1,Nome Fm,95.9218,3.7027,3.7677,27.4195,2.6858,78.7464,148.9957,3
5112,K-1,Nome Fm,93.5815,4.3936,4.3057,25.4489,2.6796,76.4135,141.7296,3
5112.5,K-1,Nome Fm,114.0542,4.5037,4.6056,23.4783,2.6734,75.2137,141.1767,3
