Depth,Well,Formation,GR,RS,RD,NPHI,RHOB,DTCO,DTSM,Electrofacies
5113,K-1,Nome Fm,67.9568,4.9368,5.078,8.792,2.6717,77.1982,145.1078,3
5113.5,K-1,Nome Fm,42.266,4.5512,4.8892,7.0641,2.697,70.3053,129.0597,3
5114,K-1,Nome Fm,37.5597,14.9942,13.4677,13.7154,2.6716,57.4829,104.1662,3
5114.5,K-1,Nome Fm,74.5416,44.5567,45.3361,16.0699,2.6841,57.8498,99.7025,3
5115,K-1,Nome Fm,91.4696,25.6503,24.3882,19.0336,2.6703,62.6996,107.1872,3
5115.5,K-1,Nome Fm,79.9093,13.2725,14.1659,24.6773,2.701,65.1109,113.0693,3
5116,K-1,Nome Fm,96.4996,10.8083,11.3528,25.4958,2.6633,70.4951,127.5858,3
5116.5,K-1,Nome Fm,81.6136,5.4458,5.4662,25.3361,2.6853,74.8417,136.4557,3
5117,K-1,Nome Fm,89.1722,5.243,5.3307,27.4866,2.6955,73.6011,133.8744,3
5117.5,K-1,Nome Fm,105.1673,4.944,4.8957,27.4349,2.7145,74.7595,136.4519,3
5118,K-1,Nome Fm,107.0785,4.5945,4.444,15.7081,2.6864,77.7277,144.4091,3
5118.5,K-1,Nome Fm,74.7087,4.2667,4.2721,18.5153,2.6832,69.1412,128.2032,3
5119,K-1,Nome Fm,77.7888,9.6364,9.46,20.1379,2.6748,63.7963,113.2938,3
5119.5,K-1,Nome Fm,83.8291,9.321,9.0751,21.3992,2.6632,65.7292,115.8491,3
5120,K-1,Nome Fm,88.006,8.7609,8.2795,15.5252,2.6636,66.5469,118.434,3
5120.5,K-1,Nome Fm,67.6075,7.6176,7.0729,9.3329,2.718,67.0425,125.5598,3
5121,K-1,Nome Fm,44.0283,7.9146,7.8581,5.2325,2.7038,64.0126,121.0466,3
5121.5,K-1,Nome Fm,15.0517,21.2979,13.8803,7.158,2.682,51.3297,98.3833,3
5122,K-1,Nome Fm,34.0927,62.6214,37.9393,9.0834,2.6601,51.5192,99.1832,3
5122.5,K-1,Nome Fm,75.2378,55.4368,35.7325,6.2443,2.6902,65.0926,113.8445,3
5123,K-1,Nome Fm,47.4527,8.9637,8.4288,8.1772,2.7223,59.8579,108.3734,3
5123.5,K-1,Nome Fm,78.5865,45.4751,30.5609,19.6617,2.6734,53.4188,95.6068,3
5124,K-1,Nome Fm,109.4141,41.8658,29.2139,25.8377,2.6695,68.5312,124.7532,3
5124.5,K-1,Nome Fm,110.0163,4.3492,4.3305,29.2244,2.6423,76.3521,139.5278,3
5125,K-1,Nome Fm,125.3088,4.0452,3.9831,29.761,2.6386,79.5646,149.4114,3
5125.5,K-1,Nome Fm,77.5291,2.8066,2.8164,26.118,2.6939,84.5122,161.26,3
5126,K-1,Nome Fm,94.8889,2.8664,2.8355,20.6119,2.7055,76.2207,138.3128,3
5126.5,K-1,Nome Fm,75.5625,4.867,4.9304,12.2067,2.69,74.6028,134.6251,3
5127,K-1,Nome Fm,69.107,7.8929,7.7513,13.374,2.6932,61.887,113.3374,3
5127.5,K-1,Nome Fm,52.2624,8.7152,9.2479,10.0753,2.6871,64.2288,115.2541,3
5128,K-1,Nome Fm,38.971,14.403,15.4822,9.8828,2.681,63.5125,112.6119,3
5128.5,K-1,Nome Fm,57.5346,28.2299,27.3241,22.726,2.6668,58.1639,104.2655,3
5129,K-1,Nome Fm,86.4048,28.6145,21.9439,24.5413,2.679,63.571,117.2795,3
5129.5,K-1,Nome Fm,82.3321,5.4031,5.2022,25.39,2.684,71.7034,133.3387,3
5130,K-1,Nome Fm,101.1724,5.9544,5.942,30.3596,2.6836,71.9961,132.9018,3
5130.5,K-1,Nome Fm,102.5296,4.7161,4.4604,28.712,2.6642,80.5386,157.841,3
5131,K-1,Nome Fm,108.3507,2.993,3.0074,27.5829,2.6819,80.883,152.5988,3
5131.5,K-1,Nome Fm,96.8889,3.2905,3.3058,23.3897,2.7471,81.7825,153.6401,3
5132,K-1,Nome Fm,84.9905,3.187,3.1486,21.9964,2.6748,76.8406,141.9668,3
5132.5,K-1,Nome Fm,79.6153,7.4676,7.082,24.0586,2.6916,68.8884,124.4266,3
5133,K-1,Nome Fm,109.4054,6.5214,6.0549,30.5996,2.6567,70.1255,132.7786,3
5133.5,K-1,Nome Fm,113.4346,2.7339,2.6681,30.8827,2.6555,80.9046,163.7026,3
5134,K-1,Nome Fm,99.6937,2.343,2.3211,32.2553,2.638,87.3641,172.6252,3
5134.5,K-1,Nome Fm,105.7831,2.2428,2.2516,28.6862,2.6679,87.3106,173.0013,3
5135,K-1,Nome Fm,98.9753,2.069,2.0978,27.8401,2.6781,81.6866,148.194,3
5135.5,K-1,Nome Fm,102.9525,4.0966,4.0231,29.5395,2.6648,77.1656,144.9984,3
5136,K-1,Nome Fm,99.239,3.9215,3.9042,30.2067,2.685,79.0403,149.507,3
5136.5,K-1,Nome Fm,108.66,3.4957,3.6176,23.1677,2.7042,78.3408,145.5329,3
5137,K-1,Nome Fm,87.0323,3.9513,4.0566,17.7404,2.6817,74.1935,137.5074,3
5137.5,K-1,Nome Fm,75.738,7.7367,7.999,14.9644,2.6895,65.9496,123.6756,3
5138,K-1,Nome Fm,69.5663,9.4494,10.2816,21.0267,2.6683,65.4659,133.5945,3
5138.5,K-1,Nome Fm,100.4173,4.1913,4.1732,26.7548,2.6807,79.1223,147.6462,3
5139,K-1,Nome Fm,87.3157,4.0981,4.1569,23.0051,2.6712,76.3722,140.127,3
5139.5,K-1,Nome Fm,70.0282,4.2142,4.3596,18.0194,2.6696,70.1295,127.8269,3
5140,K-1,Nome Fm,93.1322,6.9361,6.9214,20.7884,2.651,71.1362,129.348,3
5140.5,K-1,Nome Fm,84.765,5.0566,5.1371,20.2592,2.6678,74.0296,133.7933,3
5141,K-1,Nome Fm,64.8774,5.5565,5.8638,19.73,2.6846,68.6358,125.8466,3
5141.5,K-1,Nome Fm,83.9749,7.9836,7.8732,22.4409,2.6763,72.517,133.309,3
5142,K-1,Nome Fm,64.9659,5.1899,5.253,18.4683,2.6874,69.0638,128.3967,3
5142.5,K-1,Nome Fm,45.3342,8.0287,8.4259,12.835,2.7133,59.6301,112.0885,3
5143,K-1,Nome Fm,84.8372,14.6761,14.594,17.1728,2.6963,66.4412,122.8487,3
5143.5,K-1,Nome Fm,81.6614,5.1711,5.2076,22.7202,2.6681,71.6725,135.4768,3
5144,K-1,Nome Fm,98.2508,4.9218,4.8349,26.8901,2.6575,75.9249,145.6852,3
5144.5,K-1,Nome Fm,95.8563,3.3417,3.3706,25.8776,2.6682,79.0076,150.6608,3
5145,K-1,Nome Fm,97.9037,3.758,3.749,25.8961,2.6951,77.5648,146.7775,3
5145.5,K-1,Nome Fm,106.4012,3.5896,3.654,26.4882,2.637,78.7387,148.0151,3
5146,K-1,Nome Fm,57.3591,4.5108,4.6029,21.5535,2.7273,69.6294,125.4388,3
5146.5,K-1,Nome Fm,27.2114,39.2623,28.6856,4.9866,2.7193,51.7402,93.931,3
5147,K-1,Nome Fm,57.035,123.7252,93.2922,5.5727,2.6955,53.2945,96.2908,3
5147.5,K-1,Nome Fm,61.1306,35.1156,37.0785,9.376,2.712,58.0811,100.7492,3
5148,K-1,Nome Fm,71.9747,26.8618,27.6722,12.3142,2.6778,57.2106,103.4959,3
5148.5,K-1,Nome Fm,61.8342,18.2037,20.2943,13.4463,2.702,60.4163,106.5359,3
5149,K-1,Nome Fm,69.7155,21.0364,21.3156,12.8389,2.6853,60.6994,106.6046,3
5149.5,K-1,Nome Fm,69.7939,14.2008,15.789,15.7648,2.6885,63.1169,111.5463,3
5150,K-1,Nome Fm,69.8486,13.8152,13.2049,19.4739,2.7106,62.5405,112.8543,3
5150.5,K-1,Nome Fm,88.0687,11.6836,11.5603,24.0836,2.6994,64.2868,116.3459,3
5151,K-1,Nome Fm,103.7438,7.0721,7.0693,24.1211,2.6902,68.9653,127.1412,3
5151.5,K-1,Nome Fm,96.3143,6.9934,6.8742,25.2357,2.6856,69.3503,127.7036,3
5152,K-1,Nome Fm,105.164,6.1695,6.199,23.7992,2.655,71.1745,130.2328,3
5152.5,K-1,Nome Fm,98.444,5.004,5.0153,24.9392,2.6817,73.252,134.9256,3
5153,K-1,Nome Fm,98.6101,6.6122,6.6106,26.5642,2.6769,72.4567,133.3134,3
5153.5,K-1,Nome Fm,109.5683,5.9721,5.9636,25.24,2.6708,71.4881,129.6364,3
5154,K-1,Nome Fm,98.6794,5.5682,5.6302,24.1112,2.6838,73.005,134.7092,3
5154.5,K-1,Nome Fm,95.9759,5.5795,5.6476,23.063,2.6819,72.649,133.2098,3
5155,K-1,Nome Fm,107.5252,5.9175,5.965,22.1141,2.68,71.748,131.7643,3
5155.5,K-1,Nome Fm,89.7075,7.4008,7.6131,20.8782,2.6941,69.1413,124.4412,3
5156,K-1,Nome Fm,93.2152,8.4127,8.6637,23.1421,2.6831,66.3039,118.4391,3
5156.5,K-1,Nome Fm,104.9916,9.5514,9.2425,25.0635,2.686,68.5643,123.6529,3
5157,K-1,Nome Fm,104.1462,7.1551,7.2758,24.7103,2.7003,71.3757,131.9631,3
5157.5,K-1,Nome Fm,98.4585,5.404,5.6997,17.8056,2.7133,73.36,140.2759,3
5158,K-1,Nome Fm,70.5835,7.4845,7.4917,18.4041,2.7036,65.2213,121.3336,3
5158.5,K-1,Nome Fm,67.0205,10.1539,10.5188,12.321,2.6692,63.5549,117.4661,3
5159,K-1,Nome Fm,92.6097,20.3329,19.6041,27.7884,2.6719,67.7812,136.4615,3
5159.5,K-1,Nome Fm,100.4187,4.6188,4.7626,27.803,2.6683,78.42,149.0124,3
5160,K-1,Nome Fm,105.2093,3.9559,3.9916,27.8175,2.6647,76.3976,142.384,3
5160.5,K-1,Nome Fm,105.4342,4.7321,4.7931,28.3207,2.6793,74.9107,141.7573,3
5161,K-1,Nome Fm,93.7036,4.3109,4.4525,27.0367,2.6841,74.3335,141.0768,3
5161.5,K-1,Nome Fm,104.6835,4.7822,4.8169,29.0041,2.6731,76.8364,149.0213,3
5162,K-1,Nome Fm,102.9866,3.907,3.9546,30.0749,2.6713,78.4202,152.7821,3
5162.5,K-1,Nome Fm,113.6712,3.7103,3.7402,29.1132,2.6682,76.8216,148.0728,3
5163,K-1,Nome Fm,115.9645,4.1818,4.1964,29.9917,2.6645,77.303,151.0155,3
5163.5,K-1,Nome Fm,127.0774,3.6178,3.6236,31.8132,2.6719,79.4921,158.2537,3
5164,K-1,Nome Fm,123.5459,3.196,3.2039,33.1464,2.6588,81.0478,162.1729,3
5164.5,K-1,Nome Fm,111.2296,2.9496,2.9997,32.3485,2.6623,82.51,164.1513,3
5165,K-1,Nome Fm,117.3131,3.1259,3.2012,31.7908,2.6507,82.4761,162.248,3
5165.5,K-1,Nome Fm,94.078,2.896,2.9656,30.3951,2.7139,82.4211,160.981,3
5166,K-1,Nome Fm,51.593,4.299,4.7259,16.1393,2.6964,75.1748,141.984,3
5166.5,K-1,Nome Fm,74.8227,12.403,14.146,14.0139,2.691,64.8816,119.52,3
5167,K-1,Nome Fm,75.3111,7.3099,7.4223,18.1217,2.6881,66.7796,123.895,3
5167.5,K-1,Nome Fm,52.6716,8.1423,8.5227,15.6894,2.7127,64.632,121.1282,3
5168,K-1,Nome Fm,108.8707,7.384,7.0896,18.3754,2.6694,66.03,126.4998,3
5168.5,K-1,Nome Fm,91.3802,2.5261,2.5456,28.2805,2.6672,77.4137,159.3105,3
5169,K-1,Nome Fm,85.4558,4.8798,4.9915,26.5369,2.7005,80.231,153.8454,3
5169.5,K-1,Nome Fm,77.3494,6.4333,6.483,19.7884,2.6818,66.8132,124.7465,3
5170,K-1,Nome Fm,90.8456,5.9317,5.927,21.6794,2.6723,70.8287,132.4449,3
5170.5,K-1,Nome Fm,94.2068,4.6884,4.6592,21.9966,2.6723,71.7532,135.7245,3
5171,K-1,Nome Fm,96.5368,4.2752,4.3376,24.5166,2.683,74.5492,141.4473,3
5171.5,K-1,Nome Fm,113.9682,3.7364,3.8924,26.0942,2.677,77.7346,149.7472,3
5172,K-1,Nome Fm,66.1996,4.0612,4.0991,26.6497,2.6677,77.0712,146.9143,3
5172.5,K-1,Nome Fm,85.2455,10.7914,9.867,18.2428,2.6901,65.8865,120.6041,3
5173,K-1,Nome Fm,77.5451,10.5543,9.9199,17.2021,2.6922,64.8953,116.9166,3
5173.5,K-1,Nome Fm,88.8168,9.6413,9.618,19.4572,2.6881,66.4381,120.8197,3
5174,K-1,Nome Fm,89.9092,7.0501,6.895,20.3577,2.6765,69.6031,128.4302,3
5174.5,K-1,Nome Fm,89.1899,5.5571,5.605,24.3947,2.6763,72.6855,134.9814,3
5175,K-1,Nome Fm,88.5173,4.7729,4.8781,23.6165,2.6781,72.8027,134.3814,3
5175.5,K-1,Nome Fm,85.6414,7.8578,7.9712,22.2334,2.7054,69.7399,124.9972,3
5176,K-1,Nome Fm,75.2269,6.83,6.9962,17.6129,2.6775,66.7682,121.6637,3
5176.5,K-1,Nome Fm,68.1047,10.2064,10.427,15.7388,2.6721,64.4582,115.4988,3
5177,K-1,Nome Fm,82.9106,8.9018,8.9161,17.4105,2.6729,66.6164,119.5194,3
5177.5,K-1,Nome Fm,82.125,8.7411,8.7816,18.6704,2.6835,66.3921,119.4807,3
5178,K-1,Nome Fm,93.0642,7.2513,6.7499,20.2693,2.6655,68.9982,124.9231,3
5178.5,K-1,Nome Fm,102.0094,4.7343,4.8791,22.4122,2.6706,74.5053,138.6444,3
5179,K-1,Nome Fm,99.9596,4.033,4.0105,25.5539,2.6838,76.8514,145.9353,3
5179.5,K-1,Nome Fm,81.0393,5.2015,5.1678,25.2974,2.6719,73.3045,136.5032,3
5180,K-1,Nome Fm,56.099,8.6982,8.7915,15.8301,2.6827,64.8058,119.7362,3
5180.5,K-1,Nome Fm,120.0513,6.9982,6.6477,15.2055,2.6902,75.4712,154.0961,3
5181,K-1,Nome Fm,123.2414,2.4793,2.4677,32.7034,2.6338,86.2824,166.8205,3
5181.5,K-1,Nome Fm,70.8984,2.8114,2.9372,27.9849,2.682,77.4022,146.9102,3
5182,K-1,Nome Fm,47.4699,15.4543,16.3151,11.8273,2.6794,61.1343,116.8505,3
5182.5,K-1,Nome Fm,38.4555,39.112,38.0432,6.9635,2.7165,56.7954,102.7476,3
5183,K-1,Nome Fm,47.5578,61.6354,67.1562,7.0954,2.6975,54.7898,97.0239,3
5183.5,K-1,Nome Fm,49.5772,52.6377,54.421,7.8055,2.6767,55.6051,98.0255,3
5184,K-1,Nome Fm,59.4122,33.7253,33.1465,9.8143,2.6812,57.8778,103.1286,3
5184.5,K-1,Nome Fm,68.165,21.1948,21.158,12.5812,2.6818,59.7189,106.7371,3
5185,K-1,Nome Fm,70.6199,10.9867,10.8916,28.6152,2.6906,63.1682,114.0739,3
5185.5,K-1,Nome Fm,70.8453,9.0006,9.0832,28.3785,2.6776,66.2263,119.2291,3
5186,K-1,Nome Fm,105.859,6.106,5.987,21.697,2.6968,72.134,133.8211,3
5186.5,K-1,Nome Fm,108.0007,3.9112,3.9604,23.3662,2.6744,76.8846,145.7854,3
5187,K-1,Nome Fm,128.4578,3.3688,3.4058,29.6077,2.6591,79.0422,151.4223,3
5187.5,K-1,Nome Fm,83.9871,3.9556,3.9607,27.9216,2.6393,77.07,144.0082,3
5188,K-1,Nome Fm,104.7498,6.9088,6.8449,19.8481,2.7021,71.7179,133.2613,3
5188.5,K-1,Nome Fm,105.8966,3.8607,3.9442,9.9598,2.6801,69.471,129.935,3
5189,K-1,Nome Fm,120.7149,3.1553,3.2582,12.8613,2.6728,76.1123,146.8943,3
5189.5,K-1,Nome Fm,52.7464,3.5407,3.6004,14.9142,2.6701,81.9659,159.2312,3
5190,K-1,Nome Fm,46.8721,17.7543,14.2558,17.3347,2.6847,66.8416,127.1046,3
5190.5,K-1,Nome Fm,59.2656,13.3134,13.7624,20.2366,2.6692,58.9935,108.9755,3
5191,K-1,Nome Fm,74.0048,9.061,9.1783,23.9571,2.6636,64.4753,117.8701,3
5191.5,K-1,Nome Fm,67.6596,7.8258,7.8759,24.5456,2.663,66.5686,121.8256,3
5192,K-1,Nome Fm,86.2807,6.8506,6.7778,26.3129,2.6544,67.6658,125.1951,3
5192.5,K-1,Nome Fm,97.0816,4.2434,4.2682,28.7249,2.6513,73.4552,136.6533,3
5193,K-1,Nome Fm,94.3688,4.1112,4.0567,27.2638,2.6567,75.2731,141.7196,3
5193.5,K-1,Nome Fm,97.4129,3.8558,3.8345,16.8205,2.694,76.6504,145.0068,3
5194,K-1,Nome Fm,101.8922,3.2171,3.2284,12.2687,2.7029,79.3163,152.0693,3
5194.5,K-1,Nome Fm,112.3292,2.6267,2.6292,18.6618,2.6547,83.0101,159.8926,3
5195,K-1,Nome Fm,72.6642,4.0078,4.0381,17.8781,2.6592,78.4264,149.8667,3
5195.5,K-1,Nome Fm,48.5428,9.0146,9.3228,27.7771,2.6424,65.1004,121.3159,3
5196,K-1,Nome Fm,49.0435,15.8508,13.4801,26.9579,2.6791,60.3777,113.4838,3
5196.5,K-1,Nome Fm,49.9734,8.6553,8.0256,23.6584,2.6656,61.4758,119.7565,3
5197,K-1,Nome Fm,51.088,3.7593,3.7931,20.6619,2.6627,75.2877,153.0254,3
5197.5,K-1,Nome Fm,51.088,3.0643,2.9392,15.4578,2.6734,79.8256,151.5562,3
5198,K-1,Nome Fm,51.088,5.1886,4.937,10.2538,2.684,72.9353,131.6929,3
5198.5,K-1,Nome Fm,51.088,4.9042,4.9653,16.4787,2.6646,72.941,132.6405,3
5199,K-1,Nome Fm,51.088,16.086,15.1928,22.0004,2.6648,60.4378,112.3296,3
5199.5,K-1,Nome Fm,51.088,21.8511,21.7088,23.5139,2.6851,58.7967,107.4478,3
5200,K-1,Nome Fm,51.088,5.6675,5.9992,24.6959,2.672,71.2413,128.3653,3
5200.5,K-1,Nome Fm,51.088,5.8239,5.9774,27.0272,2.6657,70.9936,128.7163,3
5201,K-1,Nome Fm,51.088,5.5636,5.6322,29.4165,2.6595,71.3928,129.7343,3
5201.5,K-1,Nome Fm,51.088,5.6486,5.7476,29.2556,2.6463,72.7016,132.7421,3
5202,K-1,Nome Fm,51.088,4.7249,4.6345,26.2873,2.6652,73.0629,135.8763,3
5202.5,K-1,Nome Fm,51.088,3.4349,3.4881,23.5401,2.6653,78.3876,150.7754,3
5203,K-1,Nome Fm,51.088,3.5396,3.5464,18.7555,2.6886,80.6322,156.2266,3
5203.5,K-1,Nome Fm,-999.25,4.1921,4.2466,18.558,2.6696,76.4982,142.3263,3
5204,K-1,Nome Fm,-999.25,5.1798,5.3192,20.0079,2.6658,72.7299,131.8566,3
5204.5,K-1,Nome Fm,-999.25,9.0542,9.1964,21.6459,2.6586,67.1296,120.3999,3
5205,K-1,Nome Fm,-999.25,6.846,7.0268,23.8795,2.6658,67.2446,119.4996,3
5205.5,K-1,Nome Fm,-999.25,6.0996,6.2361,23.8061,2.6634,70.3488,124.2788,3
5206,K-1,Nome Fm,-999.25,4.8833,4.9183,14.7354,2.6958,72.3607,131.6919,3
5206.5,K-1,Nome Fm,-999.25,4.4703,4.5099,19.9292,2.6702,74.6223,138.3718,3
5207,K-1,Nome Fm,-999.25,5.3783,5.5823,31.6558,2.6519,73.0822,135.1471,3
5207.5,K-1,Nome Fm,-999.25,18.1336,15.1679,29.2237,2.6571,61.3153,115.6247,3
5208,K-1,Nome Fm,-999.25,3.3338,3.3721,26.7916,2.6623,67.1482,149.377,3
5208.5,K-1,Nome Fm,-999.25,2.9476,3.0171,22.3447,2.6818,81.1492,159.3877,3
5209,K-1,Nome Fm,-999.25,3.4133,3.4975,13.7367,2.7069,78.4327,150.9723,3
5209.5,K-1,Nome Fm,-999.25,3.6435,3.7949,26.9713,2.681,78.5282,147.9376,3
5210,K-1,Nome Fm,-999.25,13.3434,14.095,22.1181,2.6812,65.337,129.056,3
5210.5,K-1,Nome Fm,-999.25,3.1751,3.3321,23.2377,2.6861,72.1291,141.4771,3
5211,K-1,Nome Fm,-999.25,6.2386,6.2394,31.9796,2.6811,71.4453,133.6799,3
5211.5,K-1,Nome Fm,-999.25,5.6027,5.6407,30.8118,2.6734,69.3682,130.4506,3
5212,K-1,Nome Fm,-999.25,2.8167,2.8371,31.0699,2.6587,80.3801,158.9687,3
5212.5,K-1,Nome Fm,-999.25,3.4506,3.5098,28.9617,2.6749,79.2036,153.8725,3
5213,K-1,Nome Fm,-999.25,2.8489,2.9354,26.6768,2.6648,81.91,159.6727,3
5213.5,K-1,Nome Fm,-999.25,4.477,4.5487,24.8625,2.6549,78.8742,149.1385,3
5214,K-1,Nome Fm,-999.25,5.2892,5.3638,27.9272,2.6802,74.7209,138.1363,3
5214.5,K-1,Nome Fm,-999.25,4.7661,4.7671,27.3736,2.6438,72.7103,133.2639,3
5215,K-1,Nome Fm,-999.25,4.5443,4.5361,28.9556,2.6596,76.05,141.0424,3
5215.5,K-1,Nome Fm,-999.25,3.9988,4.0079,29.9038,2.655,75.3033,139.7467,3
5216,K-1,Nome Fm,-999.25,3.4133,3.4506,25.7665,2.6627,78.9981,149.0268,3
5216.5,K-1,Nome Fm,-999.25,3.7456,3.8627,23.3042,2.6762,79.2507,148.3941,3
5217,K-1,Nome Fm,-999.25,5.6736,5.7629,22.9718,2.6649,73.9122,134.8121,3
5217.5,K-1,Nome Fm,-999.25,6.9306,7.2068,23.2572,2.6623,71.0162,127.9917,3
5218,K-1,Nome Fm,-999.25,7.0088,7.2867,21.8857,2.687,70.4883,125.7756,3
5218.5,K-1,Nome Fm,-999.25,6.8732,7.122,23.3388,2.6713,70.5152,126.9869,3
5219,K-1,Nome Fm,-999.25,6.9565,7.2448,21.1039,2.6772,66.0066,122.9325,3
5219.5,K-1,Nome Fm,-999.25,9.0927,9.2984,21.5064,2.6782,68.2617,125.2915,3
5220,K-1,Nome Fm,-999.25,7.037,6.2832,30.2649,2.6453,68.6404,125.3631,3
5220.5,K-1,Nome Fm,-999.25,3.0432,3.0394,30.9079,2.6462,71.9219,136.1149,3
5221,K-1,Nome Fm,-999.25,3.1194,3.3583,28.7067,2.6389,81.7741,159.39,3
5221.5,K-1,Nome Fm,-999.25,3.7752,3.889,28.5691,2.6604,79.3857,150.4118,3
5222,K-1,Nome Fm,-999.25,4.3535,4.295,28.0461,2.6745,77.593,144.939,3
5222.5,K-1,Nome Fm,-999.25,4.2948,4.3557,29.1072,2.6832,76.5334,142.5799,3
5223,K-1,Nome Fm,-999.25,4.0325,4.1831,28.9948,2.6738,77.3917,145.2272,3
5223.5,K-1,Nome Fm,-999.25,3.7764,3.8515,26.7763,2.6703,78.9417,150.2248,3
5224,K-1,Nome Fm,-999.25,4.1718,4.2128,30.3391,2.658,74.8224,142.4971,3
5224.5,K-1,Nome Fm,-999.25,3.6837,3.749,30.4612,2.6671,78.6659,150.0601,3
5225,K-1,Nome Fm,-999.25,3.8462,3.899,31.0614,2.6706,78.5039,149.6407,3
5225.5,K-1,Nome Fm,-999.25,3.6072,3.6267,30.1246,2.6916,78.7744,150.5819,3
5226,K-1,Nome Fm,-999.25,4.1714,4.3683,25.8398,2.6875,79.0641,151.1451,3
5226.5,K-1,Nome Fm,-999.25,5.9458,6.0192,24.9343,2.6592,75.4094,141.1541,3
5227,K-1,Nome Fm,-999.25,4.244,4.2428,29.1792,2.6563,72.0883,135.5606,3
5227.5,K-1,Nome Fm,-999.25,3.3393,3.4158,30.8339,2.6452,76.2895,146.1022,3
5228,K-1,Nome Fm,-999.25,3.2357,3.3207,29.6917,2.6644,79.8589,154.1802,3
5228.5,K-1,Nome Fm,-999.25,3.7496,3.8176,28.341,2.6601,78.7508,151.152,3
5229,K-1,Nome Fm,-999.25,4.3613,4.4126,27.9717,2.672,76.6756,144.6519,3
5229.5,K-1,Nome Fm,-999.25,3.6221,3.5834,31.3476,2.6582,76.8201,146.0808,3
5230,K-1,Nome Fm,-999.25,3.1419,3.1404,31.987,2.6796,78.9903,152.9867,3
5230.5,K-1,Nome Fm,-999.25,3.5058,3.4947,30.8208,2.6804,79.7304,154.0362,3
5231,K-1,Nome Fm,-999.25,3.2523,3.2544,32.32,2.6694,79.0199,153.2315,3
5231.5,K-1,Nome Fm,-999.25,3.0694,3.0937,32.4637,2.6452,80.5207,156.3775,3
5232,K-1,Nome Fm,-999.25,3.0126,3.0078,31.9721,2.6627,81.824,159.3149,3
5232.5,K-1,Nome Fm,-999.25,3.805,4.0731,24.0186,2.6763,82.316,160.05,3
5233,K-1,Nome Fm,-999.25,35.4447,24.9353,8.9927,2.7133,70.6856,129.3492,3
5233.5,K-1,Nome Fm,-999.25,49.7474,54.0622,6.0492,2.7096,53.5795,99.8248,3
5234,K-1,Nome Fm,-999.25,41.944,45.2507,6.5972,2.7026,54.3321,99.871,3
5234.5,K-1,Nome Fm,-999.25,26.903,23.2036,8.5039,2.6974,53.6467,101.4284,3
5235,K-1,Nome Fm,-999.25,6.0882,6.4862,13.8449,2.691,57.1323,111.9078,3
5235.5,K-1,Nome Fm,-999.25,25.1383,40.0497,7.7102,2.7119,60.9044,111.7056,3
5236,K-1,Nome Fm,-999.25,8.813,7.6585,11.858,2.675,54.5935,101.1287,3
5236.5,K-1,Nome Fm,-999.25,3.108,3.2233,27.2398,2.6537,61.3414,114.0674,3
5237,K-1,Nome Fm,-999.25,2.8673,2.9064,29.5702,2.6561,78.6285,155.7148,3
5237.5,K-1,Nome Fm,-999.25,3.0439,3.0516,31.9005,2.6585,81.1323,162.8257,3
5238,K-1,Nome Fm,-999.25,3.6074,3.5778,31.5954,2.6592,81.407,160.6588,3
5238.5,K-1,Nome Fm,-999.25,3.1979,3.2406,29.6817,2.6665,78.3148,151.9948,3
5239,K-1,Nome Fm,-999.25,3.188,3.1812,31.31,2.6667,79.3885,154.117,3
5239.5,K-1,Nome Fm,-999.25,2.9307,2.9433,31.3982,2.6555,80.4577,156.5689,3
5240,K-1,Nome Fm,-999.25,3.0696,3.1088,31.5558,2.6531,80.7444,157.7861,3
5240.5,K-1,Nome Fm,-999.25,3.0649,3.107,31.4138,2.6634,80.5768,156.438,3
5241,K-1,Nome Fm,-999.25,3.3957,3.4387,30.681,2.6565,80.5167,156.7029,3
5241.5,K-1,Nome Fm,-999.25,4.0629,4.1556,29.5635,2.6671,80.007,154.2303,3
5242,K-1,Nome Fm,-999.25,3.9489,3.9753,28.0489,2.6639,76.5548,145.5175,3
5242.5,K-1,Nome Fm,-999.25,3.8101,3.9202,26.0053,2.6711,75.2662,142.2812,3
5243,K-1,Nome Fm,-999.25,4.0372,4.1272,26.9406,2.6641,76.9826,146.3934,3
5243.5,K-1,Nome Fm,-999.25,3.7587,3.8985,27.8748,2.6773,76.2088,145.116,3
5244,K-1,Nome Fm,-999.25,3.8003,3.8752,27.7151,2.6621,76.4442,145.2222,3
5244.5,K-1,Nome Fm,-999.25,3.4325,3.5492,27.1345,2.6668,77.2556,146.7081,3
5245,K-1,Nome Fm,-999.25,4.4694,4.639,27.6255,2.669,77.6192,147.9535,3
5245.5,K-1,Nome Fm,-999.25,16.212,16.612,24.0528,2.6601,76.3854,145.0508,3
5246,K-1,Nome Fm,-999.25,21.8012,22.3166,14.389,2.7097,65.5623,121.0238,3
5246.5,K-1,Nome Fm,-999.25,15.5741,17.0107,9.321,2.7134,57.1218,107.4161,3
5247,K-1,Nome Fm,-999.25,13.15,13.8156,10.082,2.6924,57.5827,106.463,3
5247.5,K-1,Nome Fm,-999.25,6.139,6.3071,11.5383,2.7087,59.3347,110.0313,3
5248,K-1,Nome Fm,-999.25,2.7272,2.8213,14.3826,2.6932,60.6094,115.0442,3
5248.5,K-1,Nome Fm,-999.25,2.6352,2.6822,26.6399,2.6415,71.7653,137.4249,3
